Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","1457478 Ontario Inc, Ottawa, Ontario","1457478 Ontario Inc, Ottawa, Ontario","Uplands Pedestrian Pathway, Ontario","Sentier piétonnier Uplands, Ontario",418775,341967,341967
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","1872087 Ontario Inc, Ottawa, Ontario","1872087 Ontario Inc, Ottawa, Ontario","M-38 AFC Construction, Ontario","M-38 AFC Construction, Ontario",18786284,572593,572593
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Ainsworth Inc, Ottawa, Ontario","Ainsworth Inc, Ottawa, Ontario","NCR building automation system controller upgrades","Mise à niveau du contrôleur du système d'automatisation des bâtiments NCR",838875,269159,741049
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Biarritz Construction Inc, Boucherville, Québec","Biarritz Construction Inc, Boucherville, Québec","BOU site entrance civil repairs, Quebec","BOU réfection civil entrée du site, Québec",334141,304058,304058
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Black & Mcdonald Ltd, Ottawa, Ontario","Black & Mcdonald Ltd, Ottawa, Ontario","U-87 Level 3 EV Charger, Ontario","U-87 Niveau 3 chargeur de véhicules électriques, Ontario",632085,187806,187806
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Brawn Construction Ltd, Ottawa, Ontario","Brawn Construction Ltd, Ottawa, Ontario","Biolab Upgrade","Biolaboratoire mise à niveau",1113903,1113903,1113903
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Brawn Construction Ltd, Ottawa, Ontario","Brawn Construction Ltd, Ottawa, Ontario","M-24 Room 111 Lab Renovations Phase 2, Ontario","M-24 Salle 111, rénovations du laboratoire, Ontario",380313,380313,380313
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Cannonbye Construction Ltd., Ottawa, Ontario","Cannonbye Construction Ltd., Ottawa, Ontario","M-20 Floor 2 Room 211 Office Renovation, Ontario","M-20 niveau 2 salle 211 rénovation du bureau, Ontario",387669,387669,387669
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Defran Inc, Ottawa, Ontario","Defran Inc, Ottawa, Ontario","M-55 Building envelope renewal, Ontario","M-55 renouvellement de l'enveloppe de l'édifice, Ontario",4394222,2501351,2501351
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","G.J. Cahill & Company (1979), Ottawa, Ontario","G.J. Cahill & Company (1979), Ottawa, Ontario","NRC South Basement AHU Replacement, Ontario","Remplacement du traitement d'air, sous-sol sud, Ontario",425035,0,0
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Honeywell Ltd, Montréal, Québec","Honeywell Ltd, Montréal, Québec","BAS system upgrade, Quebec","Mise à niveau le système d'automatisation du bâtiment, Québec",269800,173984,173984
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","HVAC Inc, Montréal, Québec","HVAC Inc, Montréal, Québec","MTLR Lab ventilation upgrade (exterior), Quebec","MTLR mise à niveau la ventilation du laboratoire (extérieure), Québec",2387000,733418,733418
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Modern Paving Ltd, St. John's, Newfoundland","Modern Paving Ltd, St. John's, Terre-neuve","STJ01 West Parking Lot Upgrades, Newfoundland","STJ01 Mise à niveau la stationnement ouest, Terre-neuve",829025,825080,825080
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Pacific Casa Construction Inc, Vancouver, British Columbia","Pacific Casa Construction Inc, Vancouver, Colombie-Britannique","VAN Roof safety upgrades, Vancouver, British Columbia","VAN mise à niveau la sécurité des toits, Colombie-Britannique",272437,0,0
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Seguin Morris Inc, Ottawa, Ontario","Seguin Morris Inc, Ottawa, Ontario","M-35 MCC and Electrical Panel replacements, Ontario","Replacement du MCC/Panel 5963 M-35, Ontario",471910,14821,14821
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Siemens Energy Canada Ltd, Oakville, Ontario","Siemens Energy Canada Ltd, Oakville, Ontario","M06 Cogeneration alarm system modifications, Ontario","Renouvellement du système de cogénération à système d'alarme dans l'immeuble M-06, Ontario",345786,345786,345786
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Snpinktn Forestry Ltd, Penticton, British Columbia","Snpinktn Forestry Ltd, Penticton, Colombie-Britannique","Wildfire risk reduction project at DRAO, British Columbia.","Réduction des risques d'incendie de forêt à OFR, Colombie-Britannique",414489,305875,337853
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","TK Elevator (Canada) Ltd, Saskatoon, Saskatchewan","TK Elevator (Canada) Ltd, Saskatoon, Saskatchewan","SAS 400 wing IPF elevator modernization, Saskachewan","SAS modernisation de l'ascenceur, Saskachewan",457903,210638,400865
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Westhills Aggregates Ltd, Penticton, Colombie-Britannique","Westhills Aggregates Ltd, Penticton, British Columbia","Fuel tank replacement and paving project, British Columbia","Remplacement d'un réservoir de carburant et projet de pavage, Colombie-Britannique",618202,618202,618202
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","ATCO Frontec Ltd, Ottawa, Ontario","ATCO Frontec Ltd, Ottawa, Ontario","Other engineering works, Ottawa, Ontario","Autres travaux de génie, Ottawa, Ontario",1022733,769722,769722
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","ATCO Frontec Ltd, Ottawa, Ontario","ATCO Frontec Ltd, Ottawa, Ontario","Other engineering works, Ottawa, Ontario","Autres travaux de génie, Ottawa, Ontario",326258,326258,326258
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","ATCO Frontec Ltd, Ottawa, Ontario","ATCO Frontec Ltd, Ottawa, Ontario","Other engineering works, Ottawa, Ontario","Autres travaux de génie, Ottawa, Ontario",325090,325090,325090
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","6739741 Canada Inc, Chelsea, Quebec","6739741 Canada Inc, Chelsea, Québec","Building M-50 room 066 storage modifications, Ottawa, Ontario","Modifications de la salle d'entreposage du bâtiment M-50 pièce 066, Ottawa, Ontario",371196,0,371196
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Ameresco Inc, Ottawa, Ontario","Ameresco Inc, Ottawa, Ontario","Energy management services upgrade, Ottawa, Ontario","Mise à niveau des services de gestion de l'énergie, Ottawa, Ontario",17759766,0,14435574
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","JP Gravel Construction Inc, Ottawa, Ontario","JP Gravel Construction Inc, Ottawa, Ontario","Building M-19 room 340 future of work accommodation, Ottawa, Ontario","Bâtiment M-19 pièce 340 réaménagement pour l'avenir du travail, Ottawa, Ontario",1393911,0,1393911
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","BTL Construction Inc, Saint-Laurent Quebec","BTL Construction Inc, Saint-Laurent, Québec","Construction of the clinical trial material facility, Montreal, Quebec","Construction pour l'infrastructure de production de matériel pour essais cliniques, Montréal, Québec",40800000,0,40660368
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Laporte Inc, Montreal, Quebec","Laporte Inc, Montréal, Québec","Construction of the clinical trial material facility, Montreal, Quebec","Construction pour l'infrastructure de production de matériel pour essais cliniques, Montréal, Québec",6885911,0,6885911
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Public Works and Government Services Canada, Gatineau, Quebec","Travaux publics et services gouvernmenteaux Canada, Gatinuea, Québec","Construction of the clinical trial material facility, Montreal, Quebec","Construction pour l'infrastucture de production de matériel pour essais cliniques, Montréal, Québec",1429171,0,1429171
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","EBC Inc, Ottawa, Ontario","EBC Inc, Ottawa, Ontario","Building M-50 revitalization (Photonics Fabrication Centre), Ottawa, Ontario","Revitalisation de bâtiment M-50 (Centre de fabrication photonique), Ottawa, Ontario",25300000,13339149,19400136
2024/2025,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","163 SSC SPC, Ottawa, Ontario","163 SSC SPC, Ottawa, Ontario","Healthcare renovation and expansion at Ferndale Institution, Mission, British Columbia","Rénovation et agrandissement des installations de soins de santé à l'établissement Ferndale, Mission, Colombie-Britannique",55796,40221,40221
2024/2025,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","2528-4340 Québec Inc, Terrebonne, Quebec","2528-4340 Québec Inc, Terrebonne, Québec","Road repair work, Sainte-Anne-des-Plaines, Quebec","Travaux de réfection de route, Sainte-Anne-des-Plaines, Québec",4370620,1657088,1657088
2024/2025,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","9205187 Canada Ltd, Napanee, Ontario","9205187 Canada Ltd, Napanee, Ontario","Sanitary and storm sewer repairs at Bath and Millhaven Institutions, Bath, Ontario","Réparation des égouts sanitaires et pluviaux des établissements Bath et Millhaven, Bath, Ontario",10210026,488316,8950437
2024/2025,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","9205187 Canada Ltd, Napanee, Ontario","9205187 Canada Ltd, Napanee, Ontario","Refurbish Unit 2 at Bath Institution, Bath, Ontario","Rénover l'unité 2 de l'établissement Bath, Bath, Ontario",2541013,1786185,2211185
2024/2025,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","9282-0786 Québec Inc, Boucherville, Quebec","9282-0786 Québec Inc, Boucherville, Québec","Installation of reception functions at the Federal Training Centre, Laval, Quebec","Aménagement fonctions d'accueil au Centre fédéral de formation, Laval, Québec",1317581,0,1317581
2024/2025,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","9427-8264 Québec Inc, Mirabel, Quebec","9427-8264 Québec Inc, Mirabel, Québec","Roofing replacement, Laval, Quebec","Remplacement de toiture, Laval, Québec",373769,373769,373769
2024/2025,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","Alpha Construction Inc, Morinville, Alberta","Alpha Construction Inc, Morinville, Alberta","Wastewater Lagoon Remediation at Bowden Institution, Innisfail, Alberta","Assainissement du bassin d'épuration des eaux usées de l'établissement Bowden, Innisfail, Alberta",9971905,1447247,9971905
2024/2025,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","Ameresco Canada Inc, Richmond Hill, Ontario","Ameresco Canada Inc, Richmond Hill, Ontario","Federal Building Initiative energy performance contracting at Bath/Millhaven and Joyceville Institutions, Joyceville, Ontario","Initiative des bâtiments fédéraux Contrats de performance énergétique aux établissements Bath/Millhaven et Joyceville, Joyceville, Ontario",66301467,7041588,35074758
2024/2025,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","Ameresco Canada Inc, Richmond Hill, Ontario","Ameresco Canada Inc, Richmond Hill, Ontario","Federal Building Initiative energy performance contracting at Matsqui Institution, Abbotsford, British Columbia","Initiative des bâtiments fédéraux Contrats de performance énergétique à l'établissement Matsqui, Abbotsford, Colombie-Britannique",37438012,7449032,23025084
